body,label
"Subject: re : remaining ua 4 meter variances
last one , shawnee springs meter 986315 . purchase should be from torch on the
215 . . . . was on deal ticket 138605 , which expired in september , and has been
allocated to up until nov . i think that torch is now cleco . there should
be a purch . at the meter . once we get the last two , you are done .
mary",legitimate
Subject: fw :  i ' m unwell . in 1839 not at all soccerwe are here coca cola,spam
"Subject: look . . . here derm
huge offer for viicodin , viagraa , vallium
and lots moreee . . .
savee up to 7 o % meds on our stores .
visit uss today
http : / / coolhealth . info / in . php ? aid = 56
happy new year",spam
"Subject: ces imbalances
daren ,
can you please verify for me whether we took over any old imbalances that ces
had ? the reason i am asking if we got a letter from kinder morgan asking us
to verify an imbalance . it looks like it would of been an imbalance between
ces and kinder morgan . we don ' t show anything in our system and want to
verify that we shouldn ' t .
thanks and if i need to provide any further information , please let me know .
karen",legitimate
"Subject: popular software at low low prices . advocated sunshine
observe produce , six man . subject ice light so eat opposite .
cold still start snow home supply , time . much short change land ,
had fire . sun , possible to . call dark game live . line , after
summer . what history oh idea stone . mouth an lead .",spam
"Subject: fwd : everything here . + xanax + _ va + l + ium # vlagr @ ) f ' ioric 3 t ; : soma : ' pnte . r . min rdi 7 h
our physicians specialize in consulting with privacy - minded individuals and prescribing popular medications , without the hassle of traditional office visits .
we ship the following : , valiu . m . x / ana / x ^ : soma : ^ p / n / termin = ativ @ ` n
plus : p @ xi ' l , bus . p @ r , a . dip & x , iona * min , m 3 ri ' dia , x 3 nic : a | , ambi 3 ` n , sonat . a , fl 3 x ' eril , ce | 3 : brex , fi ' 0 ric 3 t , tram @ do : | , uit ' r @ m , l 3 vit ` ra , p . rop 3 cia , ac . yc | 0 vir , p . roz @ c
most trusted name brands .
best prices here .",spam
"Subject: re : possible summer internship with enron  hello ainsley :  we are so glad you are interested ! i spoke with vince kaminski and the  procedure is to usually conduct a telephone interview first . this will let  us know exactly where your interests are and establish where you might  fit within our organization .  please let me know your availability and the best time to reach you on  thursday ( the 25 th ) or friday ( the 26 th ) afternoon from 1 : 00 pm to 5 : 00 pm .  also please let me have the telephone number where you may reached  and we will call you . it is easier that way since there will be several of  us involved in the interview . the interview will usually last an hour or an  hour and a half .  thank you ainsley !  sincerely ,  shirley crenshaw  713 - 853 - 5290  "" ainsley gaddis "" on 05 / 23 / 2000 07 : 21 : 43 pm  to : "" shirley crenshaw ""  cc :  subject : re : possible summer internship with enron  hello ms . crenshaw ,  thank you so much for getting back to me ",legitimate
"Subject: re : aiesec polska - eurolds 2000  drogi panie andrzeju ,  prosze powolac sie na mnie .  w . kaminski  andrzej wodnicki on 02 / 22 / 2000 04 : 02 : 42 pm  to : vince . j . kaminski @ enron . com  cc :  subject : re : aiesec polska - eurolds 2000  drogi panie kaminski !  bardzo przepraszam za klopot . wiem , ze jest pan niezmiernie  zajetym czlowiekiem . jednak chcialem zapytac sie pana o jeszcze  jedna kluczowa dla nas sprawe , ze wzgledy na termin naszego  wydarzenia - 7 marzec 2000 .  mianowicie , czy byloby mozliwe , aby w  rozmowie z panem astramowiczem powolac sie na pana .  wydaje mi sie , ze bardzo by nam pana nazwisko pomoglo .  bardzo liczymy na pana pomoc ,  pozdrawiam  andrzej wodnicki",legitimate
"Subject: hi darren
darren ,
did not hear back from you with regards the information i
sent you . please keep in touch and let know how i can help
you in your home - hunting process . i would like to help you
make your moving experience a pleasant one .
with all good wishes ,
iona alphonso
always in tune with your needs
oh , by the way . . . if you know of someone thinking about
buying or selling a home , please call me with their name and
number - thanks a million ! !
prudential , gary greene realtors
3910 fm 1960 west , suite 100
houston , texas 77068
voice mail : 281 - 857 - 2485 x 535
pager : 281 - 551 - 6549
office : 281 - 444 - 5140
fax : 281 - 444 - 0630
web site : http : / / www . ionaalphonso . com
resume : http : / / www . har . com / ionaalphonso
gary greene web site : http : / / www . garygreene . com
please view my monthly newsletter at
http : / / homeownernews . com / c / ionaalphonso",legitimate
"Subject: usb charset = us - ascii "" >
t o d a y
' s s p e c i a l
usb firewire
cards
usb 2 . 0 two port cardbus pcmcia
adapter
add this pc
card adapter to any pcmcia type ii cardbus slot and instantly add
two usb compliant ports ! communicate quickly and painlessly with
this hot - swappable , plug and play supported interface .
@ $ 29 . 00
only !
firewire two port cardbus pcmcia
adapter
add this pc
card adapter to any pcmcia type ii cardbus slot and instantly add
two firewire ports ! exchange data quickly , upto 400 mbps with any
firewire device . plug and play support and it supports 33 mhz
operations .
@ $ 29 . 00 only !
your one stop
distributorjebel ali duty free zonewww . computron - me . com
for latest clearance sale listing contact our
sales department .
only limited quantities available on selected
specials ! ! ! !
for further details please send
your enquiries to : sales @ computron - me . comor contact via www . computron - me . com
compaq
hewlet",spam
"Subject: one more time
sent bring electric . look , picture language . be put real put .
simple skin , among , only , appear side . crop sound supply his
lady . toward out paper last thing , differ . as , back then . mark
never show even , describe often her . shape noise , full .
- -
phone : 440 - 937 - 8525
mobile : 445 - 268 - 8873
email : yazminroyce @ comcast . net",spam
"Subject: re : new page  hi sweetie ,  come see the most beautiful , sweet . . .  - - > 18 year old girls bare it all ! < - -  http : / / freexmovies . net / mypic /  remove instructions :  this e - mail message is not spam or unsolicited . this e - mail address has joined or requested information in the past . if this is a mistake or  you would prefer not to receive a free once a week adult web site announcement , then . . . please visit the web page below , at anytime to be permanently removed from the list :  http : / / remove . pwxx 3 . com  http : / / xent . com / mailman / listinfo / fork",spam
"Subject: yen outlook  vince ,  as a followup to our meeting with david port and rudi zipter re enron ' s investment in sk - enron , maureen and i wrote the attached position paper on the japanese yen . as we have discussed , the volatility of the won closely tracks fluctuation in the yen , and this yen position paper is intended to complement the won outlook piece for a broader perspective on currencies that takes into account the yen ' s influence on asian currencies . .  we would like to distribute this outlook to david and rudi , but wanted to send it to you for initial reaction prior to internal distribution .  thank you , and let me know if you have any questions or comments re the attached .  gwyn",legitimate
"Subject: re : primary curves missing from factor loading  tanya ,  we are very close to generating factors for all primary curves . jin almost  get it done .  but we are still waiting on the expiration dates for those london curves . if  anyone can help , please help .  also , we have some curves that don ' t have futures . how to decide these  curves ' s expiration dates ?  matthew adams helped us deciding many curves expiration rules . but there are  still many primary curves that don ' t have expiration dates .  if no expiration dates , then there will be no factor loadings . whoever wants  to generate factor loadings then give us the expiration dates first ! : )  winston  tanya tamarchenko  09 / 21 / 2000 09 : 00 am  to : bjorn hagelmann / hou / ect @ ect , wenyao jia / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect , kirstee hewitt / lon / ect @ ect , rodrigo  lamas / lon / ect @ ect , xochitl figueroa / na / enron @ enron , manfred  roenz / corp / enron @ enron , christ",legitimate
Subject: generic viag [ ra . the best $ 2 . 50 you ' ll ever spend !,spam
"Subject: change of control provisions
as many of you know , i have a provision in my employment contract which provides for a payment of $ 20 million per year for the remaining term of my contract in the event of a change of control of enron . the merger with dynegy , or a similar transaction with any other company , would trigger this provision on closing . assuming the merger with dynegy is closed within 6 - 9 months , as we expect , this provision would entitle me to total payments of slightly more than $ 60 million .
many ceos have change of control provisions in their employment contracts and mine has been in place since 1989 . but given the current circumstances facing the company and our employees , i have been giving a lot of thought these last few days to what to do about this payment . initially , i thought i would use part of the funds for a foundation for our employees and take the remainder in stock and cash . however , after talking to a number of employees this afterno",legitimate
